Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFG%,WFGM3,WFGA3,WFG3%,WFTM,WFTA,WFT%,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFG%,LFGM3,LFGA3,LFG3%,LFTM,LFTA,LFT%,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2007,137,1458,76,1394,63,N,0,22,55,0.400,7,20,0.350,25,30,0.833,11,23,13,10,8,4,21,20,46,0.435,6,12,0.500,17,25,0.680,7,27,16,17,5,5,26
2007,138,1139,62,1268,59,N,0,23,52,0.442,12,26,0.462,4,6,0.667,8,15,14,12,10,0,15,23,49,0.469,6,11,0.545,7,15,0.467,14,23,13,17,4,8,13
2007,138,1207,62,1130,55,N,0,22,52,0.423,4,16,0.250,14,19,0.737,17,21,12,10,6,7,14,21,55,0.382,6,21,0.286,7,11,0.636,16,17,9,9,6,3,17
2007,138,1314,81,1277,67,N,0,25,52,0.481,6,16,0.375,25,34,0.735,14,26,12,10,6,3,17,22,59,0.373,8,20,0.400,15,17,0.882,11,18,15,10,5,0,27
2007,138,1326,78,1462,71,N,1,26,63,0.413,9,21,0.429,17,20,0.850,12,33,10,14,5,6,19,26,61,0.426,8,23,0.348,11,16,0.688,5,23,13,9,4,2,21
2007,138,1338,84,1433,79,N,1,31,57,0.544,6,12,0.500,16,27,0.593,14,28,20,16,5,6,17,29,71,0.408,7,23,0.304,14,17,0.824,15,19,13,7,9,3,22
2007,138,1401,72,1257,69,N,0,19,41,0.463,5,8,0.625,29,39,0.744,6,19,9,11,6,1,23,20,45,0.444,5,18,0.278,24,31,0.774,8,22,5,14,3,7,28
2007,138,1417,54,1231,49,N,0,17,47,0.362,2,9,0.222,18,24,0.750,9,29,10,10,6,2,19,17,52,0.327,5,16,0.313,10,21,0.476,13,25,8,12,4,4,19
2007,138,1435,78,1450,74,N,2,27,63,0.429,10,27,0.370,14,18,0.778,11,28,13,17,12,2,17,27,60,0.450,7,19,0.368,13,17,0.765,9,27,16,19,10,4,16
2007,139,1196,74,1345,67,N,0,21,42,0.500,5,18,0.278,27,31,0.871,7,24,11,15,7,4,14,28,59,0.475,5,17,0.294,6,13,0.462,11,17,15,12,12,1,23
2007,139,1242,88,1246,76,N,0,30,53,0.566,10,16,0.625,18,23,0.783,9,21,19,11,7,5,21,24,58,0.414,10,26,0.385,18,23,0.783,15,17,17,12,5,2,22
2007,139,1272,78,1305,62,N,0,23,59,0.390,6,17,0.353,26,34,0.765,16,24,10,10,7,5,16,21,57,0.368,5,21,0.238,15,17,0.882,10,20,16,14,5,5,22
2007,139,1332,75,1457,61,N,0,27,56,0.482,11,23,0.478,10,12,0.833,10,21,8,10,4,0,13,24,61,0.393,8,31,0.258,5,8,0.625,18,20,13,15,4,3,14
2007,139,1356,63,1439,48,N,0,19,43,0.442,12,21,0.571,13,23,0.565,6,24,11,9,5,3,19,19,46,0.413,2,13,0.154,8,16,0.500,5,24,3,11,3,2,21
2007,139,1397,77,1438,74,N,0,22,54,0.407,11,26,0.423,22,32,0.688,12,27,12,16,7,0,25,18,48,0.375,7,26,0.269,31,36,0.861,6,23,5,12,5,5,26
2007,139,1424,74,1458,68,N,0,24,52,0.462,10,20,0.500,16,20,0.800,6,27,12,9,3,2,22,21,51,0.412,5,21,0.238,21,27,0.778,7,24,14,8,6,1,21
2007,139,1425,87,1400,68,N,0,27,59,0.458,6,16,0.375,27,38,0.711,13,30,13,10,6,2,16,24,64,0.375,7,28,0.250,13,16,0.813,11,24,10,14,3,3,27
2007,143,1242,61,1356,58,N,0,25,42,0.595,1,6,0.167,10,19,0.526,6,20,16,19,9,1,16,21,57,0.368,6,25,0.240,10,14,0.714,17,14,9,15,6,2,21
2007,143,1272,65,1401,64,N,0,23,54,0.426,5,17,0.294,14,21,0.667,11,20,8,8,2,6,15,28,59,0.475,3,10,0.300,5,10,0.500,12,24,14,8,4,0,20
2007,143,1326,85,1397,84,N,0,27,51,0.529,8,22,0.364,23,35,0.657,8,25,13,8,3,5,17,30,62,0.484,16,31,0.516,8,17,0.471,10,24,14,7,4,1,24
2007,143,1417,64,1338,55,N,0,18,42,0.429,5,13,0.385,23,26,0.885,6,27,10,14,1,2,18,20,55,0.364,7,16,0.438,8,14,0.571,8,19,13,10,5,2,23
2007,144,1196,65,1139,57,N,0,17,34,0.500,8,19,0.421,23,28,0.821,6,21,9,13,1,6,16,20,50,0.400,7,19,0.368,10,13,0.769,11,14,8,9,7,0,25
2007,144,1207,66,1435,65,N,0,25,56,0.446,8,19,0.421,8,14,0.571,16,24,14,11,3,3,18,21,51,0.412,9,27,0.333,14,20,0.700,8,18,17,5,5,4,16
2007,144,1314,74,1425,64,N,0,30,77,0.390,2,14,0.143,12,17,0.706,20,26,11,9,6,4,14,26,61,0.426,5,18,0.278,7,9,0.778,10,29,13,18,5,7,19
2007,144,1332,76,1424,72,N,0,23,48,0.479,13,23,0.565,17,22,0.773,7,30,11,17,4,3,20,28,74,0.378,9,33,0.273,7,12,0.583,19,19,13,8,8,3,21
2007,145,1326,92,1272,76,N,0,26,51,0.510,5,17,0.294,35,41,0.854,9,25,9,8,8,2,15,26,65,0.400,10,22,0.455,14,20,0.700,15,20,10,11,5,3,29
2007,145,1417,68,1242,55,N,0,24,45,0.533,8,17,0.471,12,18,0.667,10,21,12,25,15,3,14,23,56,0.411,4,8,0.500,5,11,0.455,14,14,17,21,17,6,19
2007,146,1196,85,1332,77,N,0,23,48,0.479,11,24,0.458,28,43,0.651,15,24,10,18,5,5,14,27,58,0.466,8,22,0.364,15,16,0.938,8,16,13,13,8,2,30
2007,146,1207,96,1314,84,N,1,38,66,0.576,8,14,0.571,12,18,0.667,11,27,26,10,4,11,18,25,71,0.352,5,20,0.250,29,34,0.853,21,22,15,9,5,4,19
2007,152,1196,76,1417,66,N,0,24,45,0.533,9,22,0.409,19,31,0.613,8,35,10,16,2,6,17,25,64,0.391,5,23,0.217,11,13,0.846,6,20,12,3,6,0,26
2007,152,1326,67,1207,60,N,0,25,57,0.439,4,14,0.286,13,19,0.684,16,21,13,8,8,3,10,25,51,0.490,7,21,0.333,3,8,0.375,9,21,17,14,3,3,15
2007,154,1196,84,1326,75,N,0,26,53,0.491,10,18,0.556,22,25,0.880,10,28,11,15,5,3,19,30,64,0.469,4,23,0.174,11,17,0.647,10,18,10,7,11,4,20
2008,134,1291,69,1164,60,N,0,19,55,0.345,5,20,0.250,26,32,0.813,13,28,10,11,7,3,16,25,57,0.439,4,17,0.235,6,13,0.462,8,26,9,11,2,6,22
2008,136,1181,71,1125,70,N,0,25,58,0.431,6,21,0.286,15,21,0.714,13,27,9,15,11,2,17,26,59,0.441,8,23,0.348,10,15,0.667,9,24,12,14,7,2,21
2008,136,1242,85,1340,61,N,0,33,61,0.541,12,25,0.480,7,15,0.467,15,23,21,11,10,3,15,21,55,0.382,9,25,0.360,10,14,0.714,13,18,11,16,8,3,18
2008,136,1243,80,1425,67,N,0,29,60,0.483,7,16,0.438,15,26,0.577,21,23,15,13,7,1,21,21,50,0.420,6,12,0.500,19,27,0.704,9,18,12,11,6,4,24
2008,136,1266,74,1246,66,N,0,23,52,0.442,5,13,0.385,23,29,0.793,15,19,10,7,5,3,18,23,48,0.479,8,20,0.400,12,17,0.706,9,17,13,12,4,5,22
2008,136,1277,72,1396,61,N,0,26,54,0.481,4,15,0.267,16,18,0.889,10,27,19,12,4,2,18,21,56,0.375,6,23,0.261,13,19,0.684,11,18,13,11,7,2,12
2008,136,1323,68,1206,50,N,0,26,57,0.456,9,21,0.429,7,11,0.636,11,31,14,13,4,5,15,19,57,0.333,3,17,0.176,9,14,0.643,11,23,8,11,5,2,14
2008,136,1338,82,1331,63,N,0,32,69,0.464,8,22,0.364,10,13,0.769,16,34,17,9,5,1,13,22,63,0.349,9,22,0.409,10,15,0.667,11,22,10,10,6,5,11
2008,136,1345,90,1124,79,N,0,33,67,0.493,9,20,0.450,15,18,0.833,16,27,14,13,6,6,18,28,69,0.406,8,28,0.286,15,20,0.750,16,21,11,11,9,1,15
2008,136,1390,77,1165,53,N,0,31,56,0.554,8,18,0.444,7,10,0.700,13,34,20,19,5,7,15,18,59,0.305,8,26,0.308,9,13,0.692,10,15,7,11,8,3,17
2008,136,1401,67,1140,62,N,0,25,46,0.543,8,16,0.500,9,17,0.529,9,28,18,13,2,0,15,24,54,0.444,7,22,0.318,7,14,0.500,8,17,13,7,6,1,15
2008,136,1417,70,1290,29,N,0,27,57,0.474,8,20,0.400,8,11,0.727,12,40,20,12,7,13,9,13,66,0.197,1,14,0.071,2,6,0.333,15,19,7,11,7,5,9
2008,136,1424,71,1245,58,N,0,29,57,0.509,6,18,0.333,7,9,0.778,7,29,16,19,11,7,16,21,59,0.356,5,17,0.294,11,15,0.733,12,22,9,20,10,1,14
2008,136,1450,71,1457,40,N,0,29,49,0.592,4,13,0.308,9,13,0.692,8,32,20,10,4,3,11,16,52,0.308,6,19,0.316,2,8,0.250,6,15,7,7,5,4,13
2008,136,1452,75,1112,65,N,0,28,55,0.509,11,19,0.579,8,9,0.889,6,21,16,9,6,3,17,21,46,0.457,6,15,0.400,17,21,0.810,6,21,12,12,3,3,14
2008,136,1458,71,1168,56,N,0,25,59,0.424,3,16,0.188,18,25,0.720,18,32,13,17,8,7,11,21,58,0.362,7,21,0.333,7,13,0.538,7,20,7,14,9,0,25
2008,136,1462,73,1208,61,N,0,20,47,0.426,6,18,0.333,27,33,0.818,6,23,11,8,9,1,12,26,55,0.473,6,18,0.333,3,5,0.600,6,24,10,14,4,3,22
2008,137,1116,86,1231,72,N,0,26,48,0.542,8,17,0.471,26,33,0.788,9,25,14,12,5,4,18,28,64,0.438,10,24,0.417,6,12,0.500,14,16,14,10,8,3,23
2008,137,1139,81,1375,61,N,0,27,53,0.509,15,28,0.536,12,13,0.923,7,21,18,10,9,1,21,21,48,0.438,6,20,0.300,13,27,0.481,13,17,8,13,5,4,19
2008,137,1172,82,1211,76,N,0,28,57,0.491,11,22,0.500,15,21,0.714,10,19,18,14,9,1,18,28,55,0.509,12,27,0.444,8,14,0.571,11,23,14,19,11,1,19
2008,137,1207,66,1420,47,N,0,26,51,0.510,8,23,0.348,6,14,0.429,11,29,14,15,6,2,12,16,50,0.320,8,26,0.308,7,13,0.538,9,20,8,12,12,0,16
2008,137,1257,79,1129,61,N,0,29,52,0.558,12,24,0.500,9,18,0.500,7,20,15,16,10,6,17,26,54,0.481,4,17,0.235,5,12,0.417,11,20,15,19,5,0,13
2008,137,1272,87,1426,63,N,0,28,54,0.519,9,20,0.450,22,35,0.629,16,23,18,12,7,5,18,24,55,0.436,4,13,0.308,11,21,0.524,12,17,16,14,5,3,23
2008,137,1274,78,1388,64,N,0,28,63,0.444,5,13,0.385,17,21,0.810,13,34,14,16,4,4,20,22,59,0.373,8,23,0.348,12,23,0.522,10,23,15,14,3,4,20
2008,137,1280,76,1332,69,N,0,24,51,0.471,4,17,0.235,24,36,0.667,8,32,16,12,5,6,15,22,64,0.344,9,38,0.237,16,19,0.842,11,25,13,10,6,2,26
2008,137,1314,113,1291,74,N,0,43,71,0.606,7,16,0.438,20,25,0.800,18,30,25,9,11,4,16,28,65,0.431,7,22,0.318,11,14,0.786,9,13,16,15,7,1,18
2008,137,1328,72,1386,64,N,0,24,42,0.571,6,14,0.429,18,26,0.692,6,19,14,9,5,2,18,24,49,0.490,6,14,0.429,10,14,0.714,9,15,11,12,4,0,22
2008,137,1360,70,1163,69,N,1,31,65,0.477,4,12,0.333,4,7,0.571,12,19,13,11,11,4,21,25,58,0.431,3,6,0.500,16,20,0.800,16,25,14,15,5,4,16
2008,137,1373,83,1435,62,N,0,26,46,0.565,9,20,0.450,22,25,0.880,5,24,16,17,10,0,11,25,61,0.410,4,20,0.200,8,12,0.667,14,17,12,16,9,0,19
2008,137,1397,72,1110,57,N,0,22,45,0.489,6,19,0.316,22,31,0.710,6,21,13,14,12,3,16,21,58,0.362,9,25,0.360,6,12,0.500,18,21,9,22,5,3,26
2008,137,1400,74,1122,54,N,0,27,55,0.491,10,22,0.455,10,18,0.556,15,29,17,11,2,6,16,17,59,0.288,6,23,0.261,14,21,0.667,18,17,10,7,4,1,19
2008,137,1437,75,1155,69,N,0,22,44,0.500,7,13,0.538,24,29,0.828,5,31,8,19,6,1,15,23,60,0.383,9,33,0.273,14,23,0.609,12,19,9,14,8,3,24
2008,137,1443,101,1179,99,N,1,37,68,0.544,14,28,0.500,13,19,0.684,13,28,18,22,5,4,29,26,69,0.377,16,42,0.381,31,38,0.816,19,20,18,15,8,4,21
2008,138,1242,75,1424,56,N,0,29,50,0.580,5,13,0.385,12,19,0.632,7,29,9,10,7,1,26,12,45,0.267,5,22,0.227,27,34,0.794,9,17,6,10,6,1,20
2008,138,1277,65,1338,54,N,0,25,52,0.481,6,10,0.600,9,9,1.000,10,27,12,15,1,3,17,17,52,0.327,2,17,0.118,18,19,0.947,9,17,4,9,8,9,16
2008,138,1390,82,1266,81,N,1,28,60,0.467,7,14,0.500,19,28,0.679,11,27,23,8,4,4,14,31,73,0.425,10,30,0.333,9,12,0.750,17,28,15,9,3,3,24
2008,138,1417,51,1401,49,N,0,19,44,0.432,6,18,0.333,7,11,0.636,8,21,7,14,7,11,16,22,51,0.431,2,10,0.200,3,7,0.429,10,19,12,11,2,2,15
2008,138,1450,61,1323,41,N,0,24,54,0.444,4,17,0.235,9,14,0.643,8,29,14,7,8,2,15,13,53,0.245,3,17,0.176,12,13,0.923,12,26,7,13,3,3,16
2008,138,1452,73,1181,67,N,0,25,62,0.403,4,11,0.364,19,22,0.864,19,28,12,17,1,5,25,19,50,0.380,5,22,0.227,24,32,0.750,7,20,6,13,6,3,23
2008,138,1458,72,1243,55,N,0,24,46,0.522,9,22,0.409,15,24,0.625,4,22,10,10,3,0,18,21,53,0.396,0,13,0.000,13,16,0.813,12,24,4,13,4,1,23
2008,138,1462,85,1345,78,N,0,27,50,0.540,5,12,0.417,26,33,0.788,5,29,12,14,5,3,17,26,67,0.388,8,21,0.381,18,23,0.783,13,24,9,10,8,4,26
2008,139,1172,74,1207,70,N,0,22,57,0.386,6,28,0.214,24,30,0.800,12,16,10,5,6,0,20,26,41,0.634,10,18,0.556,8,17,0.471,7,23,11,20,2,3,27
2008,139,1257,78,1328,48,N,0,32,54,0.593,9,17,0.529,5,15,0.333,10,23,24,12,7,3,18,15,47,0.319,5,18,0.278,13,19,0.684,10,18,9,16,3,3,18
2008,139,1272,77,1280,74,N,0,28,63,0.444,6,16,0.375,15,32,0.469,19,26,19,5,3,11,16,26,60,0.433,8,19,0.421,14,20,0.700,11,26,9,8,2,7,23
2008,139,1314,108,1116,77,N,0,44,65,0.677,8,16,0.500,12,17,0.706,11,21,28,7,3,5,18,28,59,0.475,5,18,0.278,16,23,0.696,14,13,11,9,5,3,13
2008,139,1397,76,1139,71,N,1,26,59,0.441,5,19,0.263,19,29,0.655,16,30,12,20,5,3,24,22,61,0.361,9,26,0.346,18,28,0.643,15,24,11,14,11,1,25
2008,139,1400,75,1274,72,N,0,25,57,0.439,13,26,0.500,12,21,0.571,16,25,17,13,3,7,19,22,55,0.400,9,22,0.409,19,22,0.864,8,22,10,9,4,3,19
2008,139,1437,84,1373,72,N,0,30,56,0.536,6,13,0.462,18,24,0.750,6,31,15,15,8,2,27,20,56,0.357,6,21,0.286,26,39,0.667,10,24,9,13,8,4,19
2008,139,1443,72,1360,63,N,0,25,52,0.481,6,16,0.375,16,21,0.762,8,23,11,14,13,6,19,21,47,0.447,4,15,0.267,17,28,0.607,8,22,11,17,8,2,20
2008,143,1257,79,1397,60,N,0,26,50,0.520,4,14,0.286,23,30,0.767,9,34,14,20,6,7,23,19,56,0.339,5,20,0.250,17,25,0.680,8,20,12,17,11,1,26
2008,143,1314,68,1450,47,N,0,25,58,0.431,5,15,0.333,13,19,0.684,14,32,11,13,5,5,16,18,57,0.316,2,16,0.125,9,15,0.600,9,23,9,10,6,5,18
2008,143,1417,88,1443,78,N,0,29,58,0.500,4,9,0.444,26,35,0.743,17,34,17,19,6,8,22,25,72,0.347,9,24,0.375,19,26,0.731,18,18,12,11,11,4,24
2008,143,1462,79,1452,75,N,1,28,59,0.475,11,19,0.579,12,21,0.571,15,26,16,12,3,5,25,28,66,0.424,1,11,0.091,18,27,0.667,17,21,16,8,5,6,21
2008,144,1172,73,1458,56,N,0,26,53,0.491,12,24,0.500,9,12,0.750,11,17,18,7,9,0,19,17,46,0.370,8,23,0.348,14,21,0.667,14,17,9,12,2,3,13
2008,144,1242,72,1437,57,N,0,24,45,0.533,8,19,0.421,16,20,0.800,7,26,16,18,8,5,18,21,59,0.356,3,17,0.176,12,18,0.667,15,15,5,14,10,2,17
2008,144,1272,92,1277,74,N,0,31,59,0.525,4,13,0.308,26,35,0.743,17,22,13,9,9,7,16,29,59,0.492,5,18,0.278,11,17,0.647,11,17,18,12,2,3,28
2008,144,1400,82,1390,62,N,0,32,65,0.492,7,22,0.318,11,18,0.611,14,28,16,6,7,5,14,22,65,0.338,6,17,0.353,12,18,0.667,19,23,13,10,5,4,14
2008,145,1314,83,1257,73,N,0,31,58,0.534,3,11,0.273,18,21,0.857,15,18,16,14,9,0,17,29,55,0.527,6,19,0.316,9,16,0.563,13,14,15,19,7,5,19
2008,145,1417,76,1462,57,N,0,28,52,0.538,7,15,0.467,13,18,0.722,13,24,17,14,6,6,19,21,58,0.362,4,19,0.211,11,16,0.688,14,14,12,9,6,1,15
2008,146,1242,59,1172,57,N,0,23,52,0.442,5,14,0.357,8,14,0.571,10,28,12,14,5,5,16,22,57,0.386,8,27,0.296,5,12,0.417,9,21,17,9,7,2,15
2008,146,1272,85,1400,67,N,0,26,52,0.500,3,11,0.273,30,36,0.833,7,32,18,7,4,5,13,25,69,0.362,9,28,0.321,8,9,0.889,13,23,13,8,5,4,25
2008,152,1242,84,1314,66,N,0,34,64,0.531,5,15,0.333,11,14,0.786,11,31,17,19,10,9,21,24,67,0.358,5,24,0.208,13,15,0.867,13,20,7,18,7,3,14
2008,152,1272,78,1417,63,N,0,27,64,0.422,4,12,0.333,20,23,0.870,15,28,10,9,7,6,14,24,64,0.375,4,13,0.308,11,13,0.846,12,24,8,12,6,4,17
2008,154,1242,75,1272,68,N,1,29,55,0.527,3,12,0.250,14,15,0.933,9,30,14,17,11,1,18,25,62,0.403,6,22,0.273,12,19,0.632,11,17,14,13,11,3,17
2009,134,1287,58,1106,43,N,0,18,50,0.360,4,15,0.267,18,24,0.750,16,34,13,21,6,2,14,18,58,0.310,2,15,0.133,5,11,0.455,9,18,4,13,7,6,18
2009,136,1163,103,1151,47,N,0,37,71,0.521,6,24,0.250,23,39,0.590,17,41,28,10,12,6,11,17,66,0.258,5,25,0.200,8,10,0.800,9,25,11,19,5,2,27
2009,136,1181,86,1127,62,N,0,28,57,0.491,9,20,0.450,21,25,0.840,17,21,21,15,6,3,14,27,51,0.529,7,15,0.467,1,5,0.200,6,14,9,18,9,4,21
2009,136,1211,77,1103,64,N,0,23,44,0.523,5,15,0.333,26,31,0.839,7,27,15,8,5,5,18,21,57,0.368,10,23,0.435,12,18,0.667,11,15,15,8,0,1,23
2009,136,1261,75,1139,71,N,0,27,55,0.491,6,14,0.429,15,21,0.714,9,21,14,11,11,8,20,22,52,0.423,8,23,0.348,19,26,0.731,13,21,12,15,3,1,20
2009,136,1268,84,1143,71,N,0,31,63,0.492,6,16,0.375,16,24,0.667,16,20,18,9,5,1,17,25,59,0.424,7,24,0.292,14,19,0.737,14,21,12,14,2,2,22
2009,136,1272,81,1169,70,N,0,29,59,0.492,11,28,0.393,12,21,0.571,12,23,19,14,14,3,16,24,54,0.444,7,18,0.389,15,20,0.750,10,22,10,17,8,2,18
2009,136,1276,62,1155,59,N,0,20,51,0.392,10,26,0.385,12,15,0.800,9,24,16,14,5,3,11,21,65,0.323,5,22,0.227,12,14,0.857,21,23,14,11,8,7,19
2009,136,1314,101,1347,58,N,0,38,84,0.452,5,14,0.357,20,24,0.833,20,39,17,12,11,8,13,22,80,0.275,5,17,0.294,9,14,0.643,20,28,9,18,9,6,17
2009,136,1328,82,1288,54,N,0,29,48,0.604,4,12,0.333,20,32,0.625,7,38,15,15,5,6,11,22,77,0.286,6,23,0.261,4,8,0.500,20,16,10,7,9,1,24
2009,136,1345,61,1320,56,N,0,21,52,0.404,3,15,0.200,16,22,0.727,10,22,11,10,8,3,13,20,54,0.370,7,22,0.318,9,11,0.818,9,21,13,14,6,3,20
2009,136,1400,76,1278,62,N,0,27,57,0.474,11,20,0.550,11,19,0.579,14,27,12,14,6,1,18,22,54,0.407,4,13,0.308,14,19,0.737,8,22,12,12,6,2,20
2009,136,1401,79,1140,66,N,0,30,52,0.577,6,17,0.353,13,19,0.684,7,28,20,14,2,6,15,23,59,0.390,7,16,0.438,13,18,0.722,7,19,15,10,11,1,20
2009,136,1417,65,1433,64,N,0,21,52,0.404,6,12,0.500,17,19,0.895,9,24,9,12,9,1,20,20,49,0.408,6,15,0.400,18,25,0.720,10,21,14,12,5,4,17
2009,136,1437,80,1110,67,N,0,24,50,0.480,6,18,0.333,26,29,0.897,10,28,15,16,8,8,12,27,62,0.435,10,31,0.323,3,5,0.600,7,17,16,12,8,1,24
2009,136,1443,76,1228,72,N,0,27,56,0.482,9,19,0.474,13,22,0.591,9,28,13,15,8,4,12,31,63,0.492,5,18,0.278,5,7,0.714,5,24,14,12,9,3,24
2009,136,1449,71,1280,58,N,0,27,62,0.435,2,9,0.222,15,21,0.714,17,28,13,15,5,0,21,20,58,0.345,5,18,0.278,13,19,0.684,14,21,5,17,5,5,22
2009,137,1112,84,1428,71,N,0,30,55,0.545,4,12,0.333,20,28,0.714,11,23,11,14,13,2,15,27,64,0.422,8,32,0.250,9,13,0.692,16,19,16,20,7,3,22
2009,137,1113,66,1396,57,N,0,20,39,0.513,8,14,0.571,18,24,0.750,3,24,12,11,4,1,14,19,51,0.373,6,17,0.353,13,17,0.765,9,20,13,9,5,4,16
2009,137,1156,84,1448,69,N,0,31,65,0.477,6,15,0.400,16,22,0.727,14,18,15,6,9,1,17,26,50,0.520,5,13,0.385,12,17,0.706,10,23,10,18,4,13,20
2009,137,1173,68,1452,60,N,0,25,54,0.463,4,10,0.400,14,23,0.609,13,19,14,9,5,2,22,18,49,0.367,5,20,0.250,19,25,0.760,15,22,10,11,2,4,21
2009,137,1242,84,1295,74,N,0,32,64,0.500,4,12,0.333,16,20,0.800,10,29,17,5,5,2,17,26,62,0.419,10,24,0.417,12,15,0.800,9,25,9,9,3,4,21
2009,137,1257,74,1287,54,N,0,29,50,0.580,10,24,0.417,6,11,0.545,8,21,19,19,9,4,16,20,52,0.385,4,11,0.364,10,14,0.714,13,14,12,20,4,1,10
2009,137,1266,58,1429,57,N,0,17,47,0.362,5,19,0.263,19,23,0.826,10,22,7,9,4,2,14,22,53,0.415,7,23,0.304,6,8,0.750,7,19,11,9,2,3,21
2009,137,1277,77,1352,62,N,0,28,61,0.459,4,13,0.308,17,23,0.739,17,32,15,10,6,4,15,25,61,0.410,5,17,0.294,7,13,0.538,8,20,16,6,8,7,17
2009,137,1281,78,1165,59,N,0,28,59,0.475,5,20,0.250,17,19,0.895,9,28,19,4,4,1,11,23,64,0.359,6,21,0.286,7,12,0.583,17,23,11,9,1,0,15
2009,137,1329,77,1397,75,N,0,30,53,0.566,7,21,0.333,10,13,0.769,8,23,13,12,5,0,19,24,56,0.429,11,33,0.333,16,21,0.762,11,17,16,11,4,1,16
2009,137,1338,72,1190,62,N,0,24,55,0.436,7,19,0.368,17,23,0.739,9,38,16,18,5,3,16,23,75,0.307,4,22,0.182,12,24,0.500,20,24,12,9,6,3,17
2009,137,1373,74,1326,72,N,2,24,72,0.333,6,24,0.250,20,28,0.714,23,30,13,22,9,3,18,24,60,0.400,7,25,0.280,17,23,0.739,9,28,15,20,5,7,21
2009,137,1393,59,1372,44,N,0,25,55,0.455,2,16,0.125,7,10,0.700,12,43,14,21,3,11,12,18,73,0.247,2,21,0.095,6,10,0.600,14,20,10,6,10,1,11
2009,137,1425,72,1130,55,N,0,27,51,0.529,4,9,0.444,14,19,0.737,11,24,19,13,7,6,18,18,55,0.327,6,23,0.261,13,14,0.929,13,17,13,15,5,3,21
2009,137,1458,61,1199,59,N,1,22,54,0.407,9,27,0.333,8,12,0.667,5,21,10,9,4,2,16,20,46,0.435,4,13,0.308,15,18,0.833,4,29,6,15,6,4,16
2009,137,1462,77,1340,59,N,0,29,54,0.537,8,19,0.421,11,18,0.611,10,24,12,7,5,2,17,22,46,0.478,8,21,0.381,7,16,0.438,4,17,12,11,6,2,18
2009,138,1163,92,1401,66,N,0,33,57,0.579,5,10,0.500,21,27,0.778,12,27,20,9,3,5,16,26,63,0.413,3,15,0.200,11,17,0.647,12,16,17,7,3,3,21
2009,138,1181,74,1400,69,N,0,23,53,0.434,7,14,0.500,21,27,0.778,12,19,9,9,8,2,20,25,50,0.500,3,12,0.250,16,25,0.640,13,23,8,15,5,3,23
2009,138,1211,83,1443,81,N,0,30,60,0.500,9,21,0.429,14,19,0.737,9,22,18,11,4,4,12,32,62,0.516,12,25,0.480,5,14,0.357,10,21,14,11,4,5,20
2009,138,1272,89,1268,70,N,0,31,53,0.585,10,19,0.526,17,22,0.773,8,27,21,13,6,3,17,27,62,0.435,5,14,0.357,11,19,0.579,11,16,9,7,8,3,17
2009,138,1314,84,1261,70,N,0,32,59,0.542,6,13,0.462,14,18,0.778,11,21,13,10,11,5,9,29,64,0.453,9,22,0.409,3,6,0.500,16,17,12,15,5,4,16
2009,138,1328,73,1276,63,N,0,25,51,0.490,6,19,0.316,17,27,0.630,13,22,18,11,5,4,13,22,56,0.393,10,27,0.370,9,11,0.818,14,20,12,14,5,1,23
2009,138,1345,76,1449,74,N,0,25,64,0.391,7,16,0.438,19,23,0.826,15,25,15,11,5,7,21,28,67,0.418,4,12,0.333,14,19,0.737,16,24,13,9,4,3,20
2009,138,1437,89,1417,69,N,0,31,67,0.463,8,25,0.320,19,27,0.704,16,25,20,11,11,1,22,20,47,0.426,9,24,0.375,20,30,0.667,7,21,14,20,7,3,21
2009,139,1112,71,1156,57,N,0,22,44,0.500,3,11,0.273,24,28,0.857,6,27,12,11,8,3,19,22,59,0.373,3,23,0.130,10,14,0.714,12,18,3,11,7,1,18
2009,139,1242,60,1173,43,N,0,23,53,0.434,3,16,0.188,11,22,0.500,11,39,9,17,5,12,11,16,72,0.222,4,19,0.211,7,8,0.875,17,26,7,11,13,6,23
2009,139,1257,79,1373,72,N,0,32,65,0.492,9,20,0.450,6,13,0.462,19,28,18,17,3,7,13,29,69,0.420,7,24,0.292,7,10,0.700,13,19,17,9,8,1,14
2009,139,1277,74,1425,69,N,0,22,51,0.431,6,13,0.462,24,31,0.774,12,24,20,16,5,1,18,23,57,0.404,1,10,0.100,22,26,0.846,12,18,10,11,10,5,21
2009,139,1281,83,1266,79,N,0,31,64,0.484,7,22,0.318,14,20,0.700,10,20,14,7,6,4,23,23,60,0.383,5,14,0.357,28,33,0.848,16,25,8,12,4,0,17
2009,139,1338,84,1329,76,N,0,28,57,0.491,11,28,0.393,17,26,0.654,19,22,18,14,2,5,12,26,54,0.481,12,28,0.429,12,12,1.000,5,16,18,9,8,1,21
2009,139,1393,78,1113,67,N,0,26,47,0.553,9,20,0.450,17,21,0.810,4,29,18,10,4,0,15,20,49,0.408,13,35,0.371,14,22,0.636,7,17,17,10,2,2,17
2009,139,1462,60,1458,49,N,0,18,46,0.391,6,14,0.429,18,26,0.692,7,30,12,14,4,5,20,16,56,0.286,3,20,0.150,14,17,0.824,7,23,5,7,5,2,23
